10001,24/01/2016 00:00:00,240.2,VA,1
10002,24/01/2016 00:00:00,2.7,VA,1
10004,24/01/2016 00:00:00,186.2,VA,1
10005,24/01/2016 00:00:00,47.4,VA,1
10006,24/01/2016 00:00:00,5.4,VA,1
10007,24/01/2016 00:00:00,2.4,VA,1
10013,24/01/2016 00:00:00,89,VA,1
10016,24/01/2016 00:00:00,5.7,VA,1
10017,24/01/2016 00:00:00,120.8,VA,1
10018,24/01/2016 00:00:00,3,VA,1
10019,24/01/2016 00:00:00,57.5,VA,1
10020,24/01/2016 00:00:00,1.2,VA,1
10023,24/01/2016 00:00:00,1.2,VA,1
10025,24/01/2016 00:00:00,3.1,VA,1
10027,24/01/2016 00:00:00,82,VA,1
10028,24/01/2016 00:00:00,81,VA,1
10029,24/01/2016 00:00:00,-9999,NA,1
10035,24/01/2016 00:00:00,3.7,VA,1
10036,24/01/2016 00:00:00,3.3,VA,1
10037,24/01/2016 00:00:00,382.3,VA,1
10038,24/01/2016 00:00:00,87.5,VA,1
10039,24/01/2016 00:00:00,2.5,VA,1
10041,24/01/2016 00:00:00,4.4,VA,1
10043,24/01/2016 00:00:00,102,VA,1
10048,24/01/2016 00:00:00,0.7,VA,1
10049,24/01/2016 00:00:00,3.7,VA,1
10054,24/01/2016 00:00:00,0.9,VA,1
10070,24/01/2016 00:00:00,3.6,VA,1
10072,24/01/2016 00:00:00,102,VA,1
10073,24/01/2016 00:00:00,139.1,VA,1
10074,24/01/2016 00:00:00,71,VA,1
10077,24/01/2016 00:00:00,110,VA,1
10078,24/01/2016 00:00:00,54.2,VA,1
10079,24/01/2016 00:00:00,20.1,VA,1
10081,24/01/2016 00:00:00,3.6,VA,1
10083,24/01/2016 00:00:00,104,VA,1
10085,24/01/2016 00:00:00,95,VA,1
10086,24/01/2016 00:00:00,69,VA,1
10087,24/01/2016 00:00:00,1.2,VA,1
10088,24/01/2016 00:00:00,26.9,VA,1
10089,24/01/2016 00:00:00,0.8,VA,1
10095,24/01/2016 00:00:00,82.1,VA,1
10096,24/01/2016 00:00:00,2.4,VA,1
10097,24/01/2016 00:00:00,45.9,VA,1
10098,24/01/2016 00:00:00,1.5,VA,1
10103,24/01/2016 00:00:00,109,VA,1
10106,24/01/2016 00:00:00,67.1,VA,1
