10001,23/01/2017 00:00:00,40.1,VA,1
10002,23/01/2017 00:00:00,1.4,VA,1
10013,23/01/2017 00:00:00,34,VA,1
10016,23/01/2017 00:00:00,5.8,VA,1
10017,23/01/2017 00:00:00,27,VA,1
10018,23/01/2017 00:00:00,1,VA,1
10019,23/01/2017 00:00:00,25.7,VA,1
10020,23/01/2017 00:00:00,2.3,VA,1
10023,23/01/2017 00:00:00,0.7,VA,1
10025,23/01/2017 00:00:00,38.9,VA,1
10027,23/01/2017 00:00:00,28,VA,1
10028,23/01/2017 00:00:00,21,VA,1
10035,23/01/2017 00:00:00,2.1,VA,1
10036,23/01/2017 00:00:00,-9999,NA,1
10037,23/01/2017 00:00:00,86.3,VA,1
10038,23/01/2017 00:00:00,51.3,VA,1
10039,23/01/2017 00:00:00,0.5,VA,1
10041,23/01/2017 00:00:00,1.2,VA,1
10043,23/01/2017 00:00:00,35,VA,1
10070,23/01/2017 00:00:00,5.8,VA,1
10072,23/01/2017 00:00:00,49,VA,1
10078,23/01/2017 00:00:00,48.5,VA,1
10079,23/01/2017 00:00:00,32.7,VA,1
10081,23/01/2017 00:00:00,6.7,VA,1
10083,23/01/2017 00:00:00,29,VA,1
10085,23/01/2017 00:00:00,23,VA,1
10095,23/01/2017 00:00:00,31.9,VA,1
10096,23/01/2017 00:00:00,1.8,VA,1
10097,23/01/2017 00:00:00,23.6,VA,1
10098,23/01/2017 00:00:00,4.7,VA,1
10103,23/01/2017 00:00:00,45,VA,1
10165,23/01/2017 00:00:00,45.3,VA,1
10166,23/01/2017 00:00:00,1,VA,1
10167,23/01/2017 00:00:00,40.2,VA,1
10168,23/01/2017 00:00:00,4.4,VA,1
10169,23/01/2017 00:00:00,0.9,VA,1
10171,23/01/2017 00:00:00,6.2,VA,1
10173,23/01/2017 00:00:00,59,VA,1
10176,23/01/2017 00:00:00,45,VA,1
10197,23/01/2017 00:00:00,36,VA,1
10258,23/01/2017 00:00:00,52.6,VA,1
10259,23/01/2017 00:00:00,2.1,VA,1
10270,23/01/2017 00:00:00,4.9,VA,1
10273,23/01/2017 00:00:00,79,VA,1
10274,23/01/2017 00:00:00,5.7,VA,1
10275,23/01/2017 00:00:00,6.4,VA,1
10278,23/01/2017 00:00:00,394,VA,1
10279,23/01/2017 00:00:00,112.6,VA,1
10280,23/01/2017 00:00:00,1.3,VA,1
10282,23/01/2017 00:00:00,5.8,VA,1
10283,23/01/2017 00:00:00,55,VA,1
10285,23/01/2017 00:00:00,48.7,VA,1
10286,23/01/2017 00:00:00,42.7,VA,1
10288,23/01/2017 00:00:00,23.4,VA,1
10290,23/01/2017 00:00:00,25,VA,1
10291,23/01/2017 00:00:00,0,VA,1
10301,23/01/2017 00:00:00,1,VA,1
